Id,Habit,Date,Note,Check In Count,Days in Streak,Prop Count,Comment Count,URL
36764937,Read,2015-01-13,,684,6,0,0,https://www.coach.me/c/36764937
36893198,Snuggle,2015-01-14,,338,7,0,0,https://www.coach.me/c/36893198
36816571,Read,2015-01-14,,684,7,0,0,https://www.coach.me/c/36816571
36844990,Eat Fruit,2015-01-14,,419,2,0,0,https://www.coach.me/c/36844990
36847935,Workout,2015-01-14,3.13 miles / 27:16 mins,167,1,0,0,https://www.coach.me/c/36847935
36848004,Express gratitude,2015-01-14,I'm thankful to be able to get back to running after being sick.,910,7,1,0,https://www.coach.me/c/36848004
36849808,Floss,2015-01-14,,217,1,0,0,https://www.coach.me/c/36849808
36852167,Creativity,2015-01-14,,478,1,0,0,https://www.coach.me/c/36852167
36893206,Snuggle,2015-01-15,,338,8,0,0,https://www.coach.me/c/36893206
36893992,Read,2015-01-15,,684,8,0,0,https://www.coach.me/c/36893992
36893996,Eat Fruit,2015-01-15,,419,3,0,0,https://www.coach.me/c/36893996
36926913,Express gratitude,2015-01-15,I'm thankful for data science!,909,8,0,0,https://www.coach.me/c/36926913
37033955,Snuggle,2015-01-16,,337,9,0,0,https://www.coach.me/c/37033955
37033944,Express gratitude,2015-01-16,I'm thankful for SF family dinners.,908,9,0,0,https://www.coach.me/c/37033944
36984902,Creativity,2015-01-16,,478,1,0,0,https://www.coach.me/c/36984902
36984907,Read,2015-01-16,,684,9,0,0,https://www.coach.me/c/36984907
36989791,Floss,2015-01-16,,217,1,0,0,https://www.coach.me/c/36989791
37033938,Eat Fruit,2015-01-17,,419,1,0,0,https://www.coach.me/c/37033938
37033940,Read,2015-01-17,,684,10,0,0,https://www.coach.me/c/37033940
37033942,Snuggle,2015-01-17,,338,10,0,0,https://www.coach.me/c/37033942
37041766,Floss,2015-01-17,,217,2,0,0,https://www.coach.me/c/37041766
37048039,Workout,2015-01-17,6.4 miles / 58 mins,166,1,0,0,https://www.coach.me/c/37048039
37050258,Creativity,2015-01-17,,478,2,0,0,https://www.coach.me/c/37050258
37058650,Express gratitude,2015-01-17,I'm thankful for live music.,907,10,0,0,https://www.coach.me/c/37058650
37089019,Read,2015-01-18,,684,11,0,0,https://www.coach.me/c/37089019
37089021,Snuggle,2015-01-18,,338,11,0,0,https://www.coach.me/c/37089021
37164264,Express gratitude,2015-01-18,I'm thankful for the ability to practice patience.,906,11,0,0,https://www.coach.me/c/37164264
37097253,Floss,2015-01-18,,217,3,0,0,https://www.coach.me/c/37097253
37205483,Floss,2015-01-19,,217,4,0,0,https://www.coach.me/c/37205483
37164239,Read,2015-01-19,,684,12,0,0,https://www.coach.me/c/37164239
37164240,Snuggle,2015-01-19,,338,12,0,0,https://www.coach.me/c/37164240
37169975,Workout,2015-01-19,6.4m / 55 mins,165,1,0,0,https://www.coach.me/c/37169975
37174449,Creativity,2015-01-19,,478,1,0,0,https://www.coach.me/c/37174449
37174473,Express gratitude,2015-01-19,I'm thankful for an understanding of and a desire for education.,905,12,1,0,https://www.coach.me/c/37174473
37234780,Read,2015-01-20,,684,13,0,0,https://www.coach.me/c/37234780
37234783,Eat Fruit,2015-01-20,,419,1,0,0,https://www.coach.me/c/37234783
37257496,Express gratitude,2015-01-20,I'm thankful for 90% contentment and 10% desire for more.,904,13,1,0,https://www.coach.me/c/37257496
37276614,Snuggle,2015-01-20,,338,13,0,0,https://www.coach.me/c/37276614
37281371,Creativity,2015-01-20,,478,2,0,0,https://www.coach.me/c/37281371
37305176,Workout,2015-01-21,I'm thankful for teamwork.,157,1,1,0,https://www.coach.me/c/37305176
37312207,Read,2015-01-21,,684,14,0,0,https://www.coach.me/c/37312207
37312213,Eat Fruit,2015-01-21,,419,2,0,0,https://www.coach.me/c/37312213
37387294,Snuggle,2015-01-21,,338,14,0,0,https://www.coach.me/c/37387294
37337034,Floss,2015-01-21,,217,1,0,0,https://www.coach.me/c/37337034
37337041,Express gratitude,2015-01-21,"I'm thankful for pain, and its ability to tell us our limits.",903,14,0,0,https://www.coach.me/c/37337041
37344309,Creativity,2015-01-21,,478,3,0,0,https://www.coach.me/c/37344309
37396508,Eat Fruit,2015-01-22,,419,3,0,0,https://www.coach.me/c/37396508
37397163,Read,2015-01-22,,684,15,0,0,https://www.coach.me/c/37397163
37397168,Snuggle,2015-01-22,,338,15,0,0,https://www.coach.me/c/37397168
37403645,Creativity,2015-01-22,,478,4,0,0,https://www.coach.me/c/37403645
37423893,Express gratitude,2015-01-22,I'm thankful for creation over consumption.,902,15,0,0,https://www.coach.me/c/37423893
37429029,Floss,2015-01-22,,217,2,0,0,https://www.coach.me/c/37429029
37635207,Snuggle,2015-01-23,,337,16,0,0,https://www.coach.me/c/37635207
37635156,Express gratitude,2015-01-23,I'm thankful for spontaneous adventures.,901,16,0,0,https://www.coach.me/c/37635156
37464093,Eat Fruit,2015-01-23,,419,4,1,0,https://www.coach.me/c/37464093
37464098,Read,2015-01-23,,684,16,0,0,https://www.coach.me/c/37464098
37635205,Snuggle,2015-01-24,,338,17,0,0,https://www.coach.me/c/37635205
37635200,Eat Fruit,2015-01-24,,419,5,0,0,https://www.coach.me/c/37635200
37635169,Express gratitude,2015-01-24,I'm thankful for the recognition and acceptance of what my body tells me.,900,17,0,0,https://www.coach.me/c/37635169
37635167,Workout,2015-01-24,,164,1,0,0,https://www.coach.me/c/37635167
37635257,Express gratitude,2015-01-25,I'm thankful for an over-pouring emotion in regards to how loved I am and how I love others.,899,18,0,0,https://www.coach.me/c/37635257
37635233,Workout,2015-01-25,,164,2,0,0,https://www.coach.me/c/37635233
37635231,Creativity,2015-01-25,,478,1,0,0,https://www.coach.me/c/37635231
37635218,Eat Fruit,2015-01-25,,419,6,0,0,https://www.coach.me/c/37635218
37635217,Snuggle,2015-01-25,,338,18,0,0,https://www.coach.me/c/37635217
37635242,Eat Fruit,2015-01-26,,419,7,0,0,https://www.coach.me/c/37635242
37635250,Read,2015-01-26,,684,1,0,0,https://www.coach.me/c/37635250
37661263,Creativity,2015-01-26,,478,2,0,0,https://www.coach.me/c/37661263
37661267,Express gratitude,2015-01-26,I'm thankful for an understanding of emotions.,898,19,0,0,https://www.coach.me/c/37661267
37661303,Snuggle,2015-01-26,,338,19,0,0,https://www.coach.me/c/37661303
37710938,Read,2015-01-27,,684,2,0,0,https://www.coach.me/c/37710938
37710950,Express gratitude,2015-01-27,I'm thankful for expression and creation as an outlet.,897,20,0,0,https://www.coach.me/c/37710950
37710977,Snuggle,2015-01-27,,338,20,0,0,https://www.coach.me/c/37710977
37710982,Eat Fruit,2015-01-27,,419,8,0,0,https://www.coach.me/c/37710982
37790508,Floss,2015-01-27,,217,1,0,0,https://www.coach.me/c/37790508
37790510,Workout,2015-01-28,,164,1,0,0,https://www.coach.me/c/37790510
37790514,Eat Fruit,2015-01-28,,419,9,0,0,https://www.coach.me/c/37790514
37790552,Read,2015-01-28,,684,3,0,0,https://www.coach.me/c/37790552
37790564,Snuggle,2015-01-28,,338,21,0,0,https://www.coach.me/c/37790564
37861480,Express gratitude,2015-01-28,"I'm thankful for dinner full of food, friends and alcohol.",896,21,0,0,https://www.coach.me/c/37861480
37861466,Read,2015-01-29,,684,4,0,0,https://www.coach.me/c/37861466
37861468,Eat Fruit,2015-01-29,,419,10,0,0,https://www.coach.me/c/37861468
37925337,Snuggle,2015-01-29,,338,22,0,0,https://www.coach.me/c/37925337
37925332,Floss,2015-01-29,,217,1,0,0,https://www.coach.me/c/37925332
37933025,Express gratitude,2015-01-29,I'm thankful for quick decision-making to better your outcome.,895,22,0,0,https://www.coach.me/c/37933025
37975902,Express gratitude,2015-01-30,I'm thankful for pasta bolognese.,894,23,0,0,https://www.coach.me/c/37975902
37975872,Snuggle,2015-01-30,,337,23,0,0,https://www.coach.me/c/37975872
37925342,Read,2015-01-30,,684,5,0,0,https://www.coach.me/c/37925342
37975864,Floss,2015-01-31,,217,1,0,0,https://www.coach.me/c/37975864
37975866,Read,2015-01-31,,684,6,1,0,https://www.coach.me/c/37975866
37975867,Snuggle,2015-01-31,,338,24,0,0,https://www.coach.me/c/37975867
37975919,Express gratitude,2015-01-31,I'm thankful for philosophy.,893,24,0,0,https://www.coach.me/c/37975919
37986547,Eat Fruit,2015-01-31,,419,1,0,0,https://www.coach.me/c/37986547
37986553,Creativity,2015-01-31,,478,1,0,0,https://www.coach.me/c/37986553
38084395,Floss,2015-02-01,,217,2,0,0,https://www.coach.me/c/38084395
38026752,Workout,2015-02-01,Half-Marathon! 1 hour & 59 minutes.,164,1,0,0,https://www.coach.me/c/38026752
38026780,Eat Fruit,2015-02-01,,419,2,0,0,https://www.coach.me/c/38026780
38026785,Express gratitude,2015-02-01,"I'm thankful for the mental, emotional and physical ability to run 13.1 miles.",892,25,0,0,https://www.coach.me/c/38026785
38038301,Read,2015-02-01,,684,7,0,0,https://www.coach.me/c/38038301
38038304,Snuggle,2015-02-01,I'm thankful for the hard things in life.,322,25,0,0,https://www.coach.me/c/38038304
38157451,Snuggle,2015-02-02,,338,26,0,0,https://www.coach.me/c/38157451
38087093,Eat Fruit,2015-02-02,,419,3,0,0,https://www.coach.me/c/38087093
38087094,Read,2015-02-02,,684,8,0,0,https://www.coach.me/c/38087094
38100699,Floss,2015-02-02,,217,3,0,0,https://www.coach.me/c/38100699
38111775,Creativity,2015-02-02,,478,1,0,0,https://www.coach.me/c/38111775
38117597,Express gratitude,2015-02-02,I'm thankful for personal habits and feedback.,891,26,0,0,https://www.coach.me/c/38117597
38157450,Floss,2015-02-03,,217,4,0,0,https://www.coach.me/c/38157450
38162072,Read,2015-02-03,,684,9,0,0,https://www.coach.me/c/38162072
38162081,Eat Fruit,2015-02-03,,419,4,0,0,https://www.coach.me/c/38162081
38236306,Snuggle,2015-02-03,,338,27,0,0,https://www.coach.me/c/38236306
38239919,Express gratitude,2015-02-03,I'm thankful for a mental challenge.,890,27,0,0,https://www.coach.me/c/38239919
38199363,Creativity,2015-02-03,,478,2,0,0,https://www.coach.me/c/38199363
38301316,Floss,2015-02-04,,217,5,0,0,https://www.coach.me/c/38301316
38301315,Snuggle,2015-02-04,,338,28,0,0,https://www.coach.me/c/38301315
38236316,Eat Fruit,2015-02-04,,419,5,0,0,https://www.coach.me/c/38236316
38259393,Read,2015-02-04,,684,10,0,0,https://www.coach.me/c/38259393
38259396,Creativity,2015-02-04,,478,3,0,0,https://www.coach.me/c/38259396
38261243,Express gratitude,2015-02-04,I'm thankful for help.,889,28,0,0,https://www.coach.me/c/38261243
38301135,Creativity,2015-02-05,,478,4,0,0,https://www.coach.me/c/38301135
38368419,Express gratitude,2015-02-05,I'm thankful for friend sleepovers.,888,29,0,0,https://www.coach.me/c/38368419
38368416,Snuggle,2015-02-05,,338,29,0,0,https://www.coach.me/c/38368416
38368414,Floss,2015-02-05,,217,6,0,0,https://www.coach.me/c/38368414
38339451,Read,2015-02-05,,684,11,0,0,https://www.coach.me/c/38339451
38340215,Eat Fruit,2015-02-05,,419,6,1,0,https://www.coach.me/c/38340215
38368413,Eat Fruit,2015-02-06,,419,7,0,0,https://www.coach.me/c/38368413
38424999,Snuggle,2015-02-06,,337,30,0,0,https://www.coach.me/c/38424999
38379629,Read,2015-02-06,,684,12,0,0,https://www.coach.me/c/38379629
38382897,Creativity,2015-02-06,,478,5,0,0,https://www.coach.me/c/38382897
38446744,Express gratitude,2015-02-06,I'm thankful for comedy and weird-ass experiences.,887,30,0,0,https://www.coach.me/c/38446744
38424997,Read,2015-02-07,,684,13,0,0,https://www.coach.me/c/38424997
38424998,Snuggle,2015-02-07,,338,31,0,0,https://www.coach.me/c/38424998
38429054,Floss,2015-02-07,,217,1,0,0,https://www.coach.me/c/38429054
38446749,Express gratitude,2015-02-07,I'm thankful for darts and competition.,886,31,1,0,https://www.coach.me/c/38446749
38482648,Read,2015-02-08,,684,14,0,0,https://www.coach.me/c/38482648
38497710,Snuggle,2015-02-08,,338,32,0,0,https://www.coach.me/c/38497710
38497717,Express gratitude,2015-02-08,I'm thankful for freedom.,885,32,0,0,https://www.coach.me/c/38497717
38504999,Floss,2015-02-08,,217,2,0,0,https://www.coach.me/c/38504999
38505001,Creativity,2015-02-08,,478,1,0,0,https://www.coach.me/c/38505001
38535736,Read,2015-02-09,,684,15,2,0,https://www.coach.me/c/38535736
38535741,Express gratitude,2015-02-09,I'm thankful for the combination of mental and physical well-being.,884,33,0,0,https://www.coach.me/c/38535741
38535763,Eat Fruit,2015-02-09,,419,1,0,0,https://www.coach.me/c/38535763
38538133,Creativity,2015-02-09,,478,2,0,0,https://www.coach.me/c/38538133
38538143,Floss,2015-02-09,,217,3,0,0,https://www.coach.me/c/38538143
38568682,Snuggle,2015-02-09,,338,33,0,0,https://www.coach.me/c/38568682
38672632,Snuggle,2015-02-10,,338,34,0,0,https://www.coach.me/c/38672632
38605777,Read,2015-02-10,,684,16,0,0,https://www.coach.me/c/38605777
38680575,Express gratitude,2015-02-10,I'm thankful for getting to know existing friends even better.,883,34,0,0,https://www.coach.me/c/38680575
38631234,Eat Fruit,2015-02-10,,419,2,0,0,https://www.coach.me/c/38631234
38631235,Floss,2015-02-10,,217,4,0,0,https://www.coach.me/c/38631235
38631241,Creativity,2015-02-10,,478,3,0,0,https://www.coach.me/c/38631241
38672633,Eat Fruit,2015-02-11,,419,3,0,0,https://www.coach.me/c/38672633
38742293,Express gratitude,2015-02-11,I'm thankful for education.,882,35,0,0,https://www.coach.me/c/38742293
38680571,Creativity,2015-02-11,,478,4,0,0,https://www.coach.me/c/38680571
38680604,Read,2015-02-11,,684,17,0,0,https://www.coach.me/c/38680604
38704958,Floss,2015-02-11,,217,5,0,0,https://www.coach.me/c/38704958
38704963,Workout,2015-02-11,,163,1,0,0,https://www.coach.me/c/38704963
38704965,Snuggle,2015-02-11,,338,35,0,0,https://www.coach.me/c/38704965
38741412,Eat Fruit,2015-02-12,,419,4,0,0,https://www.coach.me/c/38741412
38741413,Read,2015-02-12,,684,18,0,0,https://www.coach.me/c/38741413
38747735,Floss,2015-02-12,,217,6,0,0,https://www.coach.me/c/38747735
38750935,Creativity,2015-02-12,,478,5,0,0,https://www.coach.me/c/38750935
38861791,Snuggle,2015-02-12,,338,36,0,0,https://www.coach.me/c/38861791
38764066,Express gratitude,2015-02-12,,881,36,0,0,https://www.coach.me/c/38764066
38861808,Floss,2015-02-13,,217,7,0,0,https://www.coach.me/c/38861808
38861803,Snuggle,2015-02-13,,338,37,0,0,https://www.coach.me/c/38861803
38861802,Read,2015-02-13,,684,19,0,0,https://www.coach.me/c/38861802
38861795,Eat Fruit,2015-02-13,,418,5,0,0,https://www.coach.me/c/38861795
38861846,Express gratitude,2015-02-13,I'm thankful for bow-ties.,879,37,0,0,https://www.coach.me/c/38861846
38890914,Floss,2015-02-14,,217,8,0,0,https://www.coach.me/c/38890914
38890912,Snuggle,2015-02-14,,338,38,0,0,https://www.coach.me/c/38890912
38861777,Eat Fruit,2015-02-14,,419,6,0,0,https://www.coach.me/c/38861777
38861779,Creativity,2015-02-14,,478,1,0,0,https://www.coach.me/c/38861779
38861826,Express gratitude,2015-02-14,I'm thankful for road trips.,881,38,0,0,https://www.coach.me/c/38861826
38862022,Read,2015-02-14,,684,20,1,0,https://www.coach.me/c/38862022
38890916,Read,2015-02-15,,684,21,0,0,https://www.coach.me/c/38890916
38890917,Express gratitude,2015-02-15,Im thankful for warm weather.,879,39,0,0,https://www.coach.me/c/38890917
38890929,Creativity,2015-02-15,,478,2,0,0,https://www.coach.me/c/38890929
38894815,Floss,2015-02-15,,217,9,0,0,https://www.coach.me/c/38894815
38961949,Snuggle,2015-02-15,,337,39,0,0,https://www.coach.me/c/38961949
39070808,Floss,2015-02-16,,216,10,0,0,https://www.coach.me/c/39070808
38961936,Read,2015-02-16,,684,22,0,0,https://www.coach.me/c/38961936
38961942,Snuggle,2015-02-16,,338,40,0,0,https://www.coach.me/c/38961942
38971834,Creativity,2015-02-16,,478,3,0,0,https://www.coach.me/c/38971834
38971832,Express gratitude,2015-02-16,,878,40,0,0,https://www.coach.me/c/38971832
39070792,Read,2015-02-17,,684,23,0,0,https://www.coach.me/c/39070792
39070797,Eat Fruit,2015-02-17,,419,1,0,0,https://www.coach.me/c/39070797
39070799,Floss,2015-02-17,,217,11,0,0,https://www.coach.me/c/39070799
39070821,Express gratitude,2015-02-17,I'm thankful for driving.,878,41,0,0,https://www.coach.me/c/39070821
39070784,Workout,2015-02-18,,162,1,0,0,https://www.coach.me/c/39070784
39073290,Read,2015-02-18,,684,24,0,0,https://www.coach.me/c/39073290
39073291,Express gratitude,2015-02-18,"I'm thankful for simplicity, in design, thought and life.",877,42,1,0,https://www.coach.me/c/39073291
39142395,Floss,2015-02-18,,217,12,0,0,https://www.coach.me/c/39142395
39142397,Snuggle,2015-02-18,,337,1,0,0,https://www.coach.me/c/39142397
39096174,Eat Fruit,2015-02-18,,419,2,0,0,https://www.coach.me/c/39096174
39182545,Snuggle,2015-02-19,,337,2,0,0,https://www.coach.me/c/39182545
39192416,Express gratitude,2015-02-19,I'm thankful for moments of clarity.,874,43,0,0,https://www.coach.me/c/39192416
39142384,Eat Fruit,2015-02-19,,419,3,0,0,https://www.coach.me/c/39142384
39142402,Creativity,2015-02-19,,478,1,0,0,https://www.coach.me/c/39142402
39155190,Read,2015-02-19,,684,25,0,0,https://www.coach.me/c/39155190
39185515,Read,2015-02-20,,684,26,0,0,https://www.coach.me/c/39185515
39192399,Express gratitude,2015-02-20,I'm thankful for the Pacific Northwest.,876,44,0,0,https://www.coach.me/c/39192399
39294025,Creativity,2015-02-21,,478,1,0,0,https://www.coach.me/c/39294025
39304047,Express gratitude,2015-02-21,I'm thankful for family games.,874,45,0,0,https://www.coach.me/c/39304047
39339940,Express gratitude,2015-02-22,I'm thankful for the ability to walk.,873,46,0,0,https://www.coach.me/c/39339940
39293993,Eat Fruit,2015-02-22,,419,1,0,0,https://www.coach.me/c/39293993
39293999,Read,2015-02-22,,684,1,0,0,https://www.coach.me/c/39293999
39294001,Snuggle,2015-02-22,,337,1,0,0,https://www.coach.me/c/39294001
39294028,Creativity,2015-02-22,,478,2,0,0,https://www.coach.me/c/39294028
39298707,Floss,2015-02-22,,217,1,0,0,https://www.coach.me/c/39298707
39408962,Express gratitude,2015-02-23,I'm thankful for conversations with my mom.,872,47,0,0,https://www.coach.me/c/39408962
39408959,Floss,2015-02-23,,217,2,0,0,https://www.coach.me/c/39408959
39385295,Snuggle,2015-02-23,,337,2,0,0,https://www.coach.me/c/39385295
39385302,Eat Fruit,2015-02-23,,419,2,0,0,https://www.coach.me/c/39385302
39474366,Snuggle,2015-02-24,,337,3,0,0,https://www.coach.me/c/39474366
39474358,Express gratitude,2015-02-24,I'm thankful for openness.,871,48,0,0,https://www.coach.me/c/39474358
39474353,Creativity,2015-02-24,,478,1,0,0,https://www.coach.me/c/39474353
39412594,Read,2015-02-24,,684,1,0,0,https://www.coach.me/c/39412594
39421289,Eat Fruit,2015-02-24,,419,3,0,0,https://www.coach.me/c/39421289
39425142,Floss,2015-02-24,,217,3,0,0,https://www.coach.me/c/39425142
39533247,Express gratitude,2015-02-25,I'm thankful for sunshine.,870,49,1,0,https://www.coach.me/c/39533247
39475018,Read,2015-02-25,,684,2,0,0,https://www.coach.me/c/39475018
39483019,Eat Fruit,2015-02-25,,419,4,0,0,https://www.coach.me/c/39483019
39496022,Snuggle,2015-02-25,,337,4,0,0,https://www.coach.me/c/39496022
39506619,Creativity,2015-02-25,,478,2,0,0,https://www.coach.me/c/39506619
39533245,Read,2015-02-26,,684,3,0,0,https://www.coach.me/c/39533245
39635922,Express gratitude,2015-02-26,I'm thankful for productive days at work.,865,50,0,0,https://www.coach.me/c/39635922
39598311,Creativity,2015-02-26,,478,3,0,0,https://www.coach.me/c/39598311
39598306,Snuggle,2015-02-26,,337,5,0,0,https://www.coach.me/c/39598306
39598304,Eat Fruit,2015-02-26,,418,5,0,0,https://www.coach.me/c/39598304
39635916,Express gratitude,2015-02-27,I'm thankful for House of Cards.,867,51,0,0,https://www.coach.me/c/39635916
39635912,Snuggle,2015-02-27,,337,6,0,0,https://www.coach.me/c/39635912
39635911,Creativity,2015-02-27,,478,4,0,0,https://www.coach.me/c/39635911
39598295,Eat Fruit,2015-02-27,,419,6,0,0,https://www.coach.me/c/39598295
39598297,Read,2015-02-27,,684,4,1,0,https://www.coach.me/c/39598297
39598300,Floss,2015-02-27,,217,1,0,0,https://www.coach.me/c/39598300
39635905,Express gratitude,2015-02-28,I'm thankful for the sound of birds chirping while morning reading.,869,52,0,0,https://www.coach.me/c/39635905
39639792,Read,2015-02-28,,684,5,0,0,https://www.coach.me/c/39639792
39655124,Creativity,2015-02-28,,478,5,0,0,https://www.coach.me/c/39655124
39655126,Snuggle,2015-02-28,,337,7,0,0,https://www.coach.me/c/39655126
39688201,Read,2015-03-01,,684,6,0,0,https://www.coach.me/c/39688201
39688204,Creativity,2015-03-01,,478,6,0,0,https://www.coach.me/c/39688204
39688210,Snuggle,2015-03-01,,337,8,0,0,https://www.coach.me/c/39688210
39752359,No coffee after lunch,2015-03-01,,226,1,0,0,https://www.coach.me/c/39752359
39700689,Eat Fruit,2015-03-01,,419,1,0,0,https://www.coach.me/c/39700689
39700690,Workout,2015-03-01,,162,1,0,0,https://www.coach.me/c/39700690
39703764,Express gratitude,2015-03-01,I'm thankful for engagement shoots.,866,53,0,0,https://www.coach.me/c/39703764
39710051,Floss,2015-03-01,,217,1,0,0,https://www.coach.me/c/39710051
39804062,Creativity,2015-03-02,,478,7,0,0,https://www.coach.me/c/39804062
39804056,Snuggle,2015-03-02,,337,9,0,0,https://www.coach.me/c/39804056
39748601,Eat Fruit,2015-03-02,,419,2,0,0,https://www.coach.me/c/39748601
39748605,Floss,2015-03-02,,217,2,0,0,https://www.coach.me/c/39748605
39748655,Read,2015-03-02,,684,7,0,0,https://www.coach.me/c/39748655
39749631,Express gratitude,2015-03-02,I'm thankful for informal stand-up (conversations).,865,54,0,0,https://www.coach.me/c/39749631
39757418,No coffee after lunch,2015-03-02,,226,2,0,0,https://www.coach.me/c/39757418
39863856,Express gratitude,2015-03-03,I'm thankful for the tasty contrast between warm scramble and cold avocado.,862,55,0,0,https://www.coach.me/c/39863856
39863834,Floss,2015-03-03,,217,3,0,0,https://www.coach.me/c/39863834
39863832,Snuggle,2015-03-03,,337,10,0,0,https://www.coach.me/c/39863832
39804064,Creativity,2015-03-03,,478,8,0,0,https://www.coach.me/c/39804064
39811345,Read,2015-03-03,,684,8,0,0,https://www.coach.me/c/39811345
39814831,Eat Fruit,2015-03-03,,419,3,0,0,https://www.coach.me/c/39814831
39833963,No coffee after lunch,2015-03-03,,226,3,0,0,https://www.coach.me/c/39833963
39863825,Read,2015-03-04,,684,9,1,0,https://www.coach.me/c/39863825
39863829,Workout,2015-03-04,,162,1,0,0,https://www.coach.me/c/39863829
39863841,Express gratitude,2015-03-04,I'm thankful for jazz.,864,56,0,0,https://www.coach.me/c/39863841
39870751,Eat Fruit,2015-03-04,,419,4,0,0,https://www.coach.me/c/39870751
39890345,Floss,2015-03-04,,217,4,0,0,https://www.coach.me/c/39890345
39890346,No coffee after lunch,2015-03-04,,226,4,0,0,https://www.coach.me/c/39890346
39890347,Snuggle,2015-03-04,,337,11,0,0,https://www.coach.me/c/39890347
39890612,Creativity,2015-03-04,,478,9,0,0,https://www.coach.me/c/39890612
39919045,Eat Fruit,2015-03-05,,419,5,0,0,https://www.coach.me/c/39919045
39919047,Read,2015-03-05,,684,10,0,0,https://www.coach.me/c/39919047
39919050,Snuggle,2015-03-05,,337,12,0,0,https://www.coach.me/c/39919050
39926029,Express gratitude,2015-03-05,I'm thankful for the help of others wisdom and support.,862,57,0,0,https://www.coach.me/c/39926029
39927799,Floss,2015-03-05,,217,5,0,0,https://www.coach.me/c/39927799
39939875,No coffee after lunch,2015-03-05,,226,5,0,0,https://www.coach.me/c/39939875
39974378,Snuggle,2015-03-06,,337,13,0,0,https://www.coach.me/c/39974378
39979212,Eat Fruit,2015-03-06,,419,6,0,0,https://www.coach.me/c/39979212
40024514,Express gratitude,2015-03-06,I'm thankful for a community of like minded individuals.,861,58,0,0,https://www.coach.me/c/40024514
39983894,Read,2015-03-06,,684,11,0,0,https://www.coach.me/c/39983894
39998412,No coffee after lunch,2015-03-06,,226,6,0,0,https://www.coach.me/c/39998412
40024512,Read,2015-03-07,,684,12,0,0,https://www.coach.me/c/40024512
40026136,Express gratitude,2015-03-07,I'm thankful for the view of the golden gate partially hidden behind the rolling green hills of Sausalito.,860,59,0,0,https://www.coach.me/c/40026136
40071669,Creativity,2015-03-07,,478,1,0,0,https://www.coach.me/c/40071669
40071665,Snuggle,2015-03-07,,337,14,0,0,https://www.coach.me/c/40071665
40071664,No coffee after lunch,2015-03-07,,226,7,0,0,https://www.coach.me/c/40071664
40071659,Read,2015-03-08,,684,13,0,0,https://www.coach.me/c/40071659
40071673,Snuggle,2015-03-08,,337,15,0,0,https://www.coach.me/c/40071673
40074497,Eat Fruit,2015-03-08,,419,1,0,0,https://www.coach.me/c/40074497
40075367,Floss,2015-03-08,,217,1,0,0,https://www.coach.me/c/40075367
40090095,No coffee after lunch,2015-03-08,,226,8,0,0,https://www.coach.me/c/40090095
40090098,Workout,2015-03-08,,162,1,0,0,https://www.coach.me/c/40090098
40090559,Express gratitude,2015-03-08,I'm thankful for physically active weekends.,859,60,0,0,https://www.coach.me/c/40090559
40095987,Creativity,2015-03-08,,478,2,0,0,https://www.coach.me/c/40095987
40120875,Snuggle,2015-03-09,,337,16,0,0,https://www.coach.me/c/40120875
40121845,Eat Fruit,2015-03-09,,419,2,0,0,https://www.coach.me/c/40121845
40121846,Read,2015-03-09,,684,14,1,0,https://www.coach.me/c/40121846
40188061,No coffee after lunch,2015-03-09,,226,9,0,0,https://www.coach.me/c/40188061
40188041,Eat Fruit,2015-03-10,,419,3,0,0,https://www.coach.me/c/40188041
40188045,Read,2015-03-10,,684,15,0,0,https://www.coach.me/c/40188045
40188051,Snuggle,2015-03-10,,337,17,0,0,https://www.coach.me/c/40188051
40257187,Creativity,2015-03-10,,477,1,0,0,https://www.coach.me/c/40257187
40203833,Express gratitude,2015-03-10,"I'm thankful that kids can't tell, hold no judgement and exude curiosity in the face of people that are different than them.",858,1,0,0,https://www.coach.me/c/40203833
40204509,No coffee after lunch,2015-03-10,,226,10,0,0,https://www.coach.me/c/40204509
40299487,Express gratitude,2015-03-11,I'm thankful for the opportunity to share my previous life experiences.,857,2,0,0,https://www.coach.me/c/40299487
40257159,Read,2015-03-11,,684,16,0,0,https://www.coach.me/c/40257159
40257160,Creativity,2015-03-11,,478,2,0,0,https://www.coach.me/c/40257160
40257168,No coffee after lunch,2015-03-11,,226,11,0,0,https://www.coach.me/c/40257168
40257171,Snuggle,2015-03-11,,337,18,0,0,https://www.coach.me/c/40257171
40351076,Express gratitude,2015-03-12,I'm thankful for geeky code conversations.,856,3,0,0,https://www.coach.me/c/40351076
40351057,Snuggle,2015-03-12,,337,19,0,0,https://www.coach.me/c/40351057
40299483,Read,2015-03-12,,684,17,0,0,https://www.coach.me/c/40299483
40302318,Creativity,2015-03-12,,478,3,0,0,https://www.coach.me/c/40302318
40400411,Floss,2015-03-12,,216,1,0,0,https://www.coach.me/c/40400411
40314649,Eat Fruit,2015-03-12,,419,1,0,0,https://www.coach.me/c/40314649
40314650,No coffee after lunch,2015-03-12,,226,12,0,0,https://www.coach.me/c/40314650
40351051,Eat Fruit,2015-03-13,,419,2,0,0,https://www.coach.me/c/40351051
40351050,Floss,2015-03-13,,217,2,0,0,https://www.coach.me/c/40351050
40351053,Read,2015-03-13,,684,18,0,0,https://www.coach.me/c/40351053
